Time,Buyer Address,Key Price,FT link
2023-10-09 01:56:07,0xF0a5a3b09a919c7Fe826ea0D9482e8D377952821,0.11,https://www.friend.tech/rooms/0xe4fac020cab9e89acc670f7bc8bf6e8e81a489d8
Time,Buyer Address,Key Price,FT link
